ticker,Date,ROCE,Price To Book Ratio
META,12/31/2022 0:00,0.182380703,2.572157056
META,12/31/2021 0:00,0.322763925,7.581941319
META,12/31/2020 0:00,0.226355354,6.070458804
META,12/31/2019 0:00,0.202716294,5.796737433
META,12/31/2018 0:00,0.275839543,4.503311696
META,12/31/2017 0:00,0.250148581,6.885421928
META,12/31/2016 0:00,0.200157846,5.564553038
META,12/31/2015 0:00,0.131102312,6.63444711
META,12/31/2014 0:00,0.128844169,5.650052127
META,12/31/2013 0:00,0.166954451,8.548998128
META,12/31/2012 0:00,0.03828909,4.542723983
META,12/31/2011 0:00,0.323269514,18.88479296
META,12/31/2010 0:00,0.396770473,42.79213725
MSFT,6/30/2022 0:00,0.309102974,11.55983283
MSFT,6/30/2021 0:00,0.285229396,14.39897949
MSFT,6/30/2020 0:00,0.231260999,13.09094452
MSFT,6/30/2019 0:00,0.197843748,10.17367966
MSFT,6/30/2018 0:00,0.174975045,9.179344278
MSFT,6/30/2017 0:00,0.126450648,7.37535956
MSFT,6/30/2016 0:00,0.150234113,5.632488159
MSFT,6/30/2015 0:00,0.143718593,4.50800482
MSFT,6/30/2014 0:00,0.218990368,3.854454023
MSFT,6/30/2013 0:00,0.254861257,3.645178861
MSFT,6/30/2012 0:00,0.245679194,3.870133056
MSFT,6/30/2011 0:00,0.339809834,3.867000683
MSFT,6/30/2010 0:00,0.401861055,4.391708284
MSFT,6/30/2009 0:00,0.400420813,5.374959553
MSFT,6/30/2008 0:00,0.52420351,7.071963843
MSFT,6/30/2007 0:00,0.469949514,9.232297006
MSFT,6/30/2006 0:00,0.349316085,6.064367644
MSFT,6/30/2005 0:00,0.2699581,5.595775953
MSFT,6/30/2004 0:00,0.116688194,4.123403675
MSFT,6/30/2003 0:00,0.201487873,4.505698284
MSFT,6/30/2002 0:00,0.216931988,5.455729398
MSFT,6/30/2001 0:00,0.243532468,8.244898391
MSFT,6/30/2000 0:00,0.260148602,10.03480951
MSFT,6/30/1999 0:00,0.35315423,15.94566249
MSFT,6/30/1998 0:00,0.417393396,15.8518073
MSFT,6/30/1997 0:00,0.476013733,15.38498655
MSFT,6/30/1996 0:00,0.401408451,11.33178886
MSFT,6/30/1995 0:00,0.347603616,10.62537596
MSFT,6/30/1994 0:00,0.387865169,7.07668649
MSFT,6/30/1993 0:00,0.409006786,8.083744602
MSFT,6/30/1992 0:00,0.454172367,8.829051243
MSFT,6/30/1991 0:00,0.481048268,9.260844527
MSFT,6/30/1990 0:00,0.428089276,9.166471811
MSFT,6/30/1989 0:00,0.431114276,4.468034745
MSFT,6/30/1988 0:00,0.499200852,7.676157683
MSFT,6/30/1987 0:00,0.526119403,10.65019126
MSFT,6/30/1986 0:00,0.431303116,5.627820462
NFLX,12/31/2022 0:00,0.138522023,6.311306512
NFLX,12/31/2021 0:00,0.171613503,16.84460349
NFLX,12/31/2020 0:00,0.145682321,21.5467313
NFLX,12/31/2019 0:00,0.096027008,18.68315605
NFLX,12/31/2018 0:00,0.08237386,22.24421306
NFLX,12/31/2017 0:00,0.061911441,23.14507621
NFLX,12/31/2016 0:00,0.042199443,19.81049466
NFLX,12/31/2015 0:00,0.045828665,21.90906458
NFLX,12/31/2014 0:00,0.091646358,11.04761005
NFLX,12/31/2013 0:00,0.070080347,16.06732039
NFLX,12/31/2012 0:00,0.021811861,6.90326188
NFLX,12/31/2011 0:00,0.203925839,5.696518722
NFLX,12/31/2010 0:00,0.477922047,31.80734102
NFLX,12/31/2009 0:00,0.42336528,15.64649724
NFLX,12/31/2008 0:00,0.302307124,5.24873411
NFLX,12/31/2007 0:00,0.209833718,4.145298637
NFLX,12/31/2006 0:00,0.155090386,3.906819176
NFLX,12/31/2005 0:00,0.013161951,6.401986843
NFLX,12/31/2004 0:00,0.12336582,4.101544265
NFLX,12/31/2003 0:00,0.039577673,23.18792034
NFLX,12/31/2002 0:00,-0.129539199,1.737576265
NFLX,12/31/2001 0:00,0,0
NFLX,12/31/2000 0:00,0,0
NVDA,1/29/2023 0:00,0.167422514,21.56277725
NVDA,1/30/2022 0:00,0.251957242,22.96597625
NVDA,1/31/2021 0:00,0.182256897,19.33872965
NVDA,1/26/2020 0:00,0.18324641,11.98638151
NVDA,1/27/2019 0:00,0.31798044,8.982025262
NVDA,1/28/2018 0:00,0.318199841,19.79161424
NVDA,1/29/2017 0:00,0.241087011,10.32988893
NVDA,1/31/2016 0:00,0.151459854,3.560058179
NVDA,1/25/2015 0:00,0.120372453,2.57718246
NVDA,1/26/2014 0:00,0.078698759,2.039500462
NVDA,1/27/2013 0:00,0.119248782,1.617679389
NVDA,1/29/2012 0:00,0.140234308,2.154982049
NVDA,1/30/2011 0:00,0.071989414,4.324500447
NVDA,1/31/2010 0:00,-0.035318075,3.416871601
NVDA,1/31/2009 0:00,-0.027486882,1.819722323
NVDA,1/31/2008 0:00,0.300788704,5.16715448
NVDA,1/28/2007 0:00,0.222667222,5.296794539
NVDA,1/29/2006 0:00,0.230318155,5.320630722
NVDA,1/30/2005 0:00,0.094082228,3.228670317
NVDA,1/31/2004 0:00,0.084636023,3.404570989
NVDA,1/26/2003 0:00,0.116346024,1.648389594
NVDA,1/27/2002 0:00,0.225917757,12.72085068
NVDA,1/28/2001 0:00,0.184026836,8.213442232
NVDA,1/30/2000 0:00,0.431746032,8.852616923
NVDA,1/31/1999 0:00,-0.034743202,4.395591768
TSLA,12/31/2022 0:00,0.245483471,8.62458393
TSLA,12/31/2021 0:00,0.157615613,34.51538905
TSLA,12/31/2020 0:00,0.052612137,29.62384777
TSLA,12/31/2019 0:00,0.007148295,11.21363413
TSLA,12/31/2018 0:00,-0.010454044,11.52711846
TSLA,12/31/2017 0:00,-0.077789866,12.17981795
TSLA,12/31/2016 0:00,-0.032519789,6.483744863
TSLA,12/31/2015 0:00,-0.135823301,28.25657345
TSLA,12/31/2014 0:00,-0.049103641,30.38928897
TSLA,12/31/2013 0:00,-0.022099359,26.9282612
TSLA,12/31/2012 0:00,-0.685611791,29.15726247
TSLA,12/31/2011 0:00,-0.481677198,12.79700309
TSLA,12/31/2010 0:00,-0.488617948,6.523139673
TSLA,12/31/2009 0:00,-0.711551381,-7.321406811
TSLA,12/31/2008 0:00,2.16646429,-16.30828017
TSLA,12/31/2007 0:00,4.856491889,-27.63769551
