ticker,Date,Cash Per Share,BVPS,Earnings Yield,Debt To Equity,Dividend Yield,ROIC,ROE
NVDA,1/27/2019 0:00,3.051809211,3.841282895,0.049350448,0.212802398,0.0044214,0.356859186,0.443266966
NVDA,1/28/2018 0:00,2.966611018,3.118113523,0.020606892,0.26770178,0.002306186,0.323128213,0.407843662
NVDA,1/29/2017 0:00,3.141404806,2.662661738,0.027990206,0.488719195,0.00438502,0.197036542,0.289135717
NVDA,1/31/2016 0:00,2.319060773,2.057550645,0.038592323,0.337883195,0.013387891,0.103073221,0.137390915
NVDA,1/25/2015 0:00,2.092694168,1.999741997,0.055382927,0.316530941,0.016375627,0.108748278,0.142731908
NVDA,1/26/2014 0:00,1.986675296,1.895071892,0.048409994,0.308292706,0.019951532,0.073172227,0.098732205
NVDA,1/27/2013 0:00,1.504819368,1.948779233,0.072030648,0.003935205,0.006001017,0.113202668,0.116522495
NVDA,1/29/2012 0:00,1.296113948,1.716951657,0.06504282,0.005171352,0,0.135574125,0.140166109
NVDA,1/30/2011 0:00,1.08252025,1.38281868,0.0183996,0.007351652,0,0.0739564,0.079569079
NVDA,1/31/2010 0:00,0.786166649,1.212366306,-0.007465814,0.009174002,0,-0.030118637,-0.025509729
NVDA,1/31/2009 0:00,0.572582764,1.092199604,-0.00689393,0.010704687,0,-0.020215661,-0.012545038
NVDA,1/31/2008 0:00,0.822328525,1.189726381,0.058966202,0,0,0.282716699,0.304687476
NVDA,1/28/2007 0:00,0.528942599,0.949630944,0.042222386,0,0,0.20476549,0.223643306
NVDA,1/29/2006 0:00,0.46685578,0.71624967,0.039012239,0,0,0.195973688,0.207569717
NVDA,1/30/2005 0:00,0.336410509,0.591574801,0.026380047,0.00072649,0,0.077069418,0.085172473
NVDA,1/31/2004 0:00,0.312955713,0.544620748,0.020794203,0.004633818,0,0.073242072,0.07079534
NVDA,1/26/2003 0:00,0.558545099,0.506555005,0.05905889,0.332969153,0,0.069573363,0.097352059
NVDA,1/27/2002 0:00,0.461137817,0.445397336,0.018204436,0.40052356,0,0.158142162,0.231575916
NVDA,1/28/2001 0:00,0.428974107,0.25903926,0.02989556,0.737100737,0,0.125317103,0.245545455
NVDA,1/30/2000 0:00,0.043261666,0.087221102,0.034430497,0.008,0,0.292696153,0.3048
NVDA,1/31/1999 0:00,0.071947591,0.091829729,0.014528858,0.130841121,0,-0.028864402,0.063862928
TSLA,12/31/2022 0:00,8.983067093,14.28242812,0.032636206,0.069322656,0,0.243257064,0.281473694
TSLA,12/31/2021 0:00,5.986139283,10.20588235,0.005296621,0.226373845,0,0.146720203,0.182814933
TSLA,12/31/2020 0:00,6.925330475,7.940335834,0.001048011,0.528188976,0,0.040285955,0.031046119
TSLA,12/31/2019 0:00,2.355505449,2.487034949,-0.010443079,2.027651859,0,0.008588274,-0.117104866
TSLA,12/31/2018 0:00,1.440890583,1.924739481,-0.017199597,2.808569677,0,-0.009948574,-0.198261796
TSLA,12/31/2017 0:00,1.35455061,1.704188033,-0.03800512,2.859394861,0,-0.091185122,-0.46289544
TSLA,12/31/2016 0:00,1.56862397,2.197187012,-0.021900944,1.806916856,0,-0.038317369,-0.142000134
TSLA,12/31/2015 0:00,0.622407347,0.566264697,-0.028880989,2.493779294,0,-0.1895393,-0.816077778
TSLA,12/31/2014 0:00,1.019864123,0.487912041,-0.01061278,2.752091125,0,-0.054803738,-0.322514835
TSLA,12/31/2013 0:00,0.472216779,0.372419145,-0.004120042,0.909698405,0,-0.030810646,-0.110945557
TSLA,12/31/2012 0:00,0.125379215,0.077442112,-0.10897215,3.742309543,0,-0.651182085,-3.177329591
TSLA,12/31/2011 0:00,0.186160845,0.148784836,-0.088734469,1.250409516,0,-0.495920629,-1.135535272
TSLA,12/31/2010 0:00,0.130864003,0.272154222,-0.114265996,0.350657818,0,-0.524212407,-0.745373054
TSLA,12/31/2009 0:00,0.059744751,-0.217540159,-0.030029981,-0.004299413,0,0.206575153,0.219861709
TSLA,12/31/2008 0:00,0.004536541,-0.097662046,-0.025416705,-0.279184233,0,0.550670472,0.414502739
TSLA,12/31/2007 0:00,0.008416343,-0.057627815,-0.023996683,-0.000831594,0,0.680371085,0.663213007
